"dish_liked","cuisine_type","location","restuarant_type"
"Masala Chaach","North Indian","Sadashiv Nagar","Casual Dining"
"Masala Chaach","North Indian","Electronic City","Casual Dining"
"Masala Chaach","North Indian","Indiranagar","Casual Dining"
"Masala Chaach","North Indian","Koramangala 6th Block","Quick Bites"
"Masala Chaach","North Indian","Basavanagudi","Casual Dining"
"Masala Chai","Beverages","Indiranagar","Cafe"
"Masala Chai","Beverages","Jayanagar","Beverage Shop"
"Masala Chai","Beverages","Jayanagar"," Quick Bites"
"Masala Chai","Beverages","Koramangala 7th Block","Cafe"
"Masala Chai","Beverages","Frazer Town","Quick Bites"
"Masala Chai","Beverages","Koramangala 5th Block","Quick Bites"
"Masala Chai","Beverages","Koramangala 6th Block","Casual Dining"
"Masala Chai","Beverages","Residency Road","Beverage Shop"
"Masala Chai","Beverages","Residency Road"," Quick Bites"
"Masala Chai","Beverages","Koramangala 6th Block","Cafe"
"Masala Chai","Beverages","MG Road","Beverage Shop"
"Masala Chai","Beverages","MG Road"," Quick Bites"
"Masala Chai","Beverages","JP Nagar","Quick Bites"
"Masala Chai","Beverages","Bannerghatta Road","Beverage Shop"
"Masala Chai","Beverages","Bannerghatta Road"," Quick Bites"
"Masala Chai","Beverages","HSR","Cafe"
"Masala Chai","Beverages","Jayanagar","Cafe"
"Masala Chai","Beverages","Marathahalli","Beverage Shop"
"Masala Chai","Beverages","Koramangala 2nd Block","Cafe"
"Masala Chai","Beverages","JP Nagar","Cafe"
"Masala Chai","Beverages","Indiranagar","Dessert Parlor"
"Masala Chai","Beverages","Race Course Road","Dessert Parlor"
"Masala Chai","Beverages","Cunningham Road","Beverage Shop"
"Masala Chai","Beverages","Cunningham Road"," Quick Bites"
"Masala Chai","Beverages","Domlur","Quick Bites"
"Masala Chai","Beverages","Whitefield","Beverage Shop"
"Masala Chai","Beverages","Whitefield"," Quick Bites"
"Masala Chai","Beverages","Old Airport Road","Quick Bites"
"Masala Chai","Beverages","New BEL Road","Quick Bites"
"Masala Chai","Beverages","Basavanagudi","Casual Dining"
"Masala Cola","Fast Food","Seshadripuram","Quick Bites"
"Masala Corn","Finger Food","St. Marks Road","Bar"
"Masala Dosa","South Indian","JP Nagar","Quick Bites"
"Masala Dosa","South Indian","Shanti Nagar","Quick Bites"
"Masala Dosa","South Indian","Malleshwaram","Quick Bites"
"Masala Dosa","South Indian","Koramangala 7th Block","Casual Dining"
"Masala Dosa","South Indian","JP Nagar","Casual Dining"
"Masala Dosa","South Indian","Vasanth Nagar","Quick Bites"
"Masala Dosa","South Indian","Lavelle Road","Casual Dining"
"Masala Dosa","South Indian","BTM","Casual Dining"
"Masala Dosa","South Indian","HSR","Casual Dining"
"Masala Dosa","South Indian","Jayanagar","Quick Bites"
"Masala Dosa","South Indian","Jayanagar","Casual Dining"
"Masala Dosa","South Indian","Jeevan Bhima Nagar","Quick Bites"
"Masala Dosa","South Indian","Whitefield","Casual Dining"
"Masala Dosa","South Indian","Malleshwaram"," Bakery"
"Masala Dosa","South Indian","Banashankari","Quick Bites"
"Masala Dosa","South Indian","BTM","Quick Bites"
"Masala Dosa","South Indian","RT Nagar","Quick Bites"
"Masala Dosa","South Indian","Kaggadasapura","Quick Bites"
"Masala Dosa","South Indian","Electronic City","Casual Dining"
"Masala Dosa","South Indian","Koramangala 5th Block","Quick Bites"
"Masala Dosa","South Indian","Sahakara Nagar","Casual Dining"
"Masala Dosa","South Indian","Bannerghatta Road","Quick Bites"
"Masala Dosa","South Indian","Koramangala 6th Block","Quick Bites"
"Masala Dosa","South Indian","Basavanagudi","Quick Bites"
"Masala Dosa","South Indian","Basavanagudi","Casual Dining"
"Masala Dosa","South Indian","Kumaraswamy Layout","Casual Dining"
"Masala Dosa","South Indian","Whitefield","Quick Bites"
"Masala Dosa","South Indian","Banaswadi","Quick Bites"
"Masala Dosa","South Indian","Church Street","Quick Bites"
"Masala Dosa","South Indian","Brookefield","Quick Bites"
"Masala Dosa","South Indian","Electronic City","Quick Bites"
"Masala Dosa","South Indian","Cunningham Road","Casual Dining"
"Masala Dosa","South Indian","Koramangala 5th Block","Casual Dining"
"Masala Dosa","South Indian","HSR","Quick Bites"
"Masala Dosa","South Indian","Kalyan Nagar","Quick Bites"
"Masala Dosa","South Indian","Domlur","Quick Bites"
"Masala Dosa","South Indian","Brigade Road","Quick Bites"
"Masala Dosa","South Indian","New BEL Road","Quick Bites"
"Masala Dosa","South Indian","Mysore Road","Casual Dining"
"Masala Dosa","South Indian","Marathahalli","Quick Bites"
"Masala Dosa","South Indian","Koramangala 1st Block","Quick Bites"
"Masala Dosa","South Indian","Yeshwantpur","Quick Bites"
"Masala Dosa","South Indian","Rajajinagar","Quick Bites"
"Masala Dosa","South Indian","Old Airport Road","Quick Bites"
"Masala Dosa","South Indian","Banaswadi","Food Court"
"Masala Dosa","South Indian","Frazer Town","Quick Bites"
"Masala Dosa","South Indian","Race Course Road","Casual Dining"
"Masala Dosa","South Indian","Bommanahalli","Casual Dining"
"Masala Dosa","South Indian","Sarjapur Road","Quick Bites"
"Masala Dosa","South Indian","Seshadripuram","Casual Dining"
"Masala Dosa","South Indian","MG Road","Quick Bites"
"Masala Dosa","South Indian","Old Airport Road","Casual Dining"
"Masala Dosa","South Indian","Sanjay Nagar","Casual Dining"
"Masala Dosa","South Indian","Yeshwantpur"," Sweet Shop"
"Masala Dosa","South Indian","Bannerghatta Road","Casual Dining"
"Masala Dosa","South Indian","Indiranagar","Quick Bites"
"Masala Dosa","South Indian","Frazer Town","Casual Dining"
"Masala Dosa","South Indian","Vijay Nagar","Casual Dining"
"Masala Dosa","South Indian","Marathahalli","Casual Dining"
"Masala Dosa","South Indian","Hennur","Quick Bites"
"Masala Dosa","South Indian","Nagawara","Casual Dining"
"Masala Dosa","South Indian","Bellandur","Quick Bites"
"Masala Dosa","South Indian","Koramangala 7th Block","Quick Bites"
"Masala Dosa","South Indian","Richmond Road","Quick Bites"
"Masala Dosa","South Indian","Thippasandra","Quick Bites"
"Masala Dosa","South Indian","Kammanahalli","Casual Dining"
"Masala Dosa","South Indian","Bellandur","Casual Dining"
"Masala Dosa","South Indian","Ulsoor","Casual Dining"
"Masala Dosa","South Indian","City Market","Quick Bites"
"Masala Dosa","South Indian","BTM","Mess"
"Masala Dosa","South Indian","Wilson Garden","Quick Bites"
"Masala Dosa","South Indian","Indiranagar","Casual Dining"
"Masala Dosa","South Indian","RT Nagar","Casual Dining"
"Masala Dosa","South Indian","Basaveshwara Nagar","Quick Bites"
"Masala Dosa","South Indian","Residency Road","Casual Dining"
"Masala Dosa","South Indian","Sadashiv Nagar","Quick Bites"
"Masala Dosa","South Indian","Kammanahalli","Quick Bites"
"Masala Dosa","South Indian","Seshadripuram","Quick Bites"
"Masala Dosa","South Indian","Infantry Road","Quick Bites"
"Masala Dosa","South Indian","Banaswadi","Mess"
"Masala Dosa","South Indian","MG Road","Casual Dining"
"Masala Fries","Cafe","JP Nagar","Quick Bites"
"Masala Fries","Cafe","Cunningham Road","Pub"
"Masala Fries","Cafe","Cunningham Road"," Cafe"
"Masala Fries","Cafe","Indiranagar","Bar"
"Masala Fries","Cafe","Indiranagar"," Casual Dining"
"Masala Fries","Cafe","Jayanagar","Casual Dining"
"Masala Fries","Cafe","JP Nagar","Cafe"
"Masala Fries","Cafe","Koramangala 1st Block","Quick Bites"
"Masala Fries","Cafe","Brookefield","Quick Bites"
"Masala Fries","Cafe","HSR","Quick Bites"
"Masala Garlic Bread","Pizza","Basavanagudi","Quick Bites"
"Masala Garlic Bread","Pizza","Frazer Town","Quick Bites"
"Masala Garlic Bread","Pizza","New BEL Road","Quick Bites"
"Masala Garlic Bread","Pizza","Jayanagar","Quick Bites"
"Masala Idli","South Indian","Seshadripuram","Quick Bites"
"Masala Idli","South Indian","Koramangala 5th Block","Quick Bites"
"Masala Kulcha","North Indian","Electronic City","Casual Dining"
"Masala Lassi","North Indian","Koramangala 5th Block","Quick Bites"
"Masala Lassi","North Indian","HSR","Casual Dining"
"Masala Lemonade","North Indian","Kalyan Nagar","Casual Dining"
"Masala Lemonade","North Indian","New BEL Road","Casual Dining"
"Masala Lemonade","North Indian","Bannerghatta Road","Takeaway"
"Masala Lemonade","North Indian","Bannerghatta Road"," Delivery"
"Masala Lemonade","North Indian","BTM","Casual Dining"
"Masala Lemonade","North Indian","Banashankari","Takeaway"
"Masala Lemonade","North Indian","Banashankari"," Delivery"
"Masala Lemonade","North Indian","JP Nagar","Casual Dining"
"Masala Lemonade","North Indian","Koramangala 7th Block","Casual Dining"
"Masala Lemonade","North Indian","Rajajinagar","Takeaway"
"Masala Lemonade","North Indian","Rajajinagar"," Delivery"
"Masala Lemonade","North Indian","HSR","Quick Bites"
"Masala Lemonade","North Indian","Banashankari","Casual Dining"
"Masala Lemonade","North Indian","Old Airport Road","Casual Dining"
"Masala Lemonade","North Indian","Malleshwaram","Casual Dining"
"Masala Maggi","North Indian","Koramangala 1st Block","Delivery"
"Masala Omelette","Continental","HSR","Casual Dining"
"Masala Omelette","Continental","JP Nagar","Casual Dining"
"Masala Paneer","North Indian","Whitefield","Casual Dining"
"Masala Paneer","North Indian","BTM","Quick Bites"
"Masala Paneer","North Indian","BTM","Delivery"
"Masala Papad","North Indian","Whitefield","Quick Bites"
"Masala Papad","North Indian","Rajajinagar","Casual Dining"
"Masala Papad","North Indian","Brookefield","Casual Dining"
"Masala Papad","North Indian","Banaswadi","Casual Dining"
"Masala Papad","North Indian","Banashankari","Casual Dining"
"Masala Papad","North Indian","Marathahalli","Casual Dining"
"Masala Papad","North Indian","JP Nagar","Casual Dining"
"Masala Papad","North Indian","Sarjapur Road","Casual Dining"
"Masala Papad","North Indian","Electronic City","Casual Dining"
"Masala Papad","North Indian","BTM","Quick Bites"
"Masala Papad","North Indian","Indiranagar","Pub"
"Masala Papad","North Indian","Indiranagar"," Casual Dining"
"Masala Papad","North Indian","Koramangala 3rd Block","Bar"
"Masala Papad","North Indian","Electronic City"," Bar"
"Masala Papad","North Indian","Jayanagar","Casual Dining"
"Masala Papad","North Indian","Indiranagar","Casual Dining"
"Masala Papad","North Indian","BTM","Casual Dining"
"Masala Papad","North Indian","Basavanagudi","Casual Dining"
"Masala Papad","North Indian","Banashankari","Quick Bites"
"Masala Papad","North Indian","HSR","Quick Bites"
"Masala Papad","North Indian","Seshadripuram","Casual Dining"
"Masala Papad","North Indian","Commercial Street","Casual Dining"
"Masala Pav","Bakery","Koramangala 5th Block","Quick Bites"
"Masala Pav Bhaji","North Indian","Indiranagar","Quick Bites"
"Masala Peanuts","Chinese","Indiranagar","Pub"
"Masala Peanuts","Chinese","Indiranagar"," Casual Dining"
"Masala Peanuts","Chinese","Residency Road","Bar"
"Masala Peanuts","Chinese","Koramangala 4th Block","Bar"
"Masala Peanuts","Chinese","Indiranagar","Bar"
"Masala Peanuts","Chinese","New BEL Road","Bar"
"Masala Peanuts","Chinese","Residency Road","Pub"
"Masala Peanuts","Chinese","Jayanagar","Casual Dining"
"Masala Peanuts","Chinese","Bellandur","Casual Dining"
"Masala Peanuts","Chinese","Bellandur","Club"
"Masala Peanuts","Chinese","Whitefield","Microbrewery"
"Masala Peanuts","Chinese","Whitefield"," Pub"
"Masala Peanuts","Chinese","BTM","Bar"
"Masala Peanuts","Chinese","HSR","Bar"
"Masala Peanuts","Chinese","HSR"," Pub"
"Masala Peanuts","Chinese","Frazer Town","Pub"
"Masala Peanuts","Chinese","Frazer Town"," Casual Dining"
"Masala Peanuts","Chinese","Koramangala 6th Block","Bar"
"Masala Peanuts","Chinese","Electronic City","Bar"
"Masala Peanuts","Chinese","HSR"," Casual Dining"
"Masala Peanuts","Chinese","Koramangala 3rd Block","Bar"
"Masala Peanuts","Chinese","Indiranagar","Casual Dining"
"Masala Peanuts","Chinese","MG Road","Pub"
"Masala Peanuts","Chinese","Basavanagudi","Casual Dining"
"Masala Peanuts","Chinese","Whitefield","Casual Dining"
"Masala Peanuts","Chinese","Whitefield"," Bar"
"Masala Peanuts","Chinese","Whitefield","Pub"
"Masala Peanuts","Chinese","Koramangala 6th Block","Pub"
"Masala Peanuts","Chinese","Church Street","Lounge"
"Masala Peanuts","Chinese","HSR","Casual Dining"
"Masala Peanuts","Chinese","HSR"," Bar"
"Masala Pepsi","Fast Food","Seshadripuram","Quick Bites"
"Masala Pizza","Continental","Kalyan Nagar","Lounge"
"Masala Poha","Fast Food","Electronic City","Quick Bites"
"Masala Poori","Street Food","Commercial Street","Quick Bites"
"Masala Poori","Street Food","Basaveshwara Nagar","Sweet Shop"
"Masala Poori","Street Food","Basaveshwara Nagar"," Quick Bites"
"Masala Poori","Street Food","Koramangala 7th Block","Quick Bites"
"Masala Poori","Street Food","Jayanagar","Sweet Shop"
"Masala Poori","Street Food","Basavanagudi","Quick Bites"
"Masala Poori","Street Food","Jayanagar","Quick Bites"
"Masala Poori","Street Food","Basavanagudi","Sweet Shop"
"Masala Poori","Street Food","Basavanagudi"," Quick Bites"
"Masala Poori","Street Food","Malleshwaram","Quick Bites"
"Masala Poori","Street Food","Residency Road","Casual Dining"
"Masala Poori","Street Food","Sahakara Nagar","Sweet Shop"
"Masala Poori","Street Food","Sahakara Nagar"," Quick Bites"
"Masala Poori","Street Food","Bannerghatta Road","Quick Bites"
"Masala Poori","Street Food","Seshadripuram","Quick Bites"
"Masala Poori","Street Food","Koramangala 7th Block","Food Court"
"Masala Poori","Street Food","HSR",""
"Masala Poori","Street Food","Jayanagar","Casual Dining"
"Masala Poori","Street Food","Malleshwaram","Casual Dining"
"Masala Poori","Street Food","JP Nagar","Casual Dining"
"Masala Poori","Street Food","Majestic","Quick Bites"
"Masala Poori","Street Food","Indiranagar","Takeaway"
"Masala Prawn","Bengali","BTM","Quick Bites"
"Masala Prawn","Bengali","Infantry Road","Casual Dining"
"Masala Prawn","Bengali","Infantry Road"," Bar"
"Masala Prawn","Bengali","Brookefield","Casual Dining"
"Masala Prawn","Bengali","Bannerghatta Road","Quick Bites"
"Masala Prawn","Bengali","Koramangala 7th Block","Quick Bites"
"Masala Prawn","Bengali","Indiranagar","Casual Dining"
"Masala Prawn","Bengali","Marathahalli","Casual Dining"
"Masala Prawn","Bengali","HSR","Casual Dining"
"Masala Prawn","Bengali","Majestic","Casual Dining"
"Masala Prawn","Bengali","Kammanahalli","Mess"
"Masala Prawn","Bengali","Frazer Town","Casual Dining"
"Masala Prawn","Bengali","Banaswadi","Mess"
"Masala Quesadilla","Mexican","Rajarajeshwari Nagar","Delivery"
"Masala Shikanji","North Indian","HSR","Casual Dining"
"Masala Soda","North Indian","Seshadripuram","Quick Bites"
"Masala Soda","North Indian","Whitefield","Casual Dining"
"Masala Soda","North Indian","Marathahalli","Casual Dining"
"Masala Tea","Beverages","Indiranagar","Casual Dining"
"Masala Tea","Beverages","Indiranagar"," Cafe"
"Masala Tea","Beverages","HSR","Beverage Shop"
"Masala Tea","Beverages","HSR"," Quick Bites"
"Masala Tea","Beverages","BTM","Beverage Shop"
"Masala Tea","Beverages","BTM"," Quick Bites"
"Masala Tea","Beverages","Koramangala 2nd Block","Cafe"
"Masala Tea","Beverages","MG Road","Beverage Shop"
"Masala Tea","Beverages","MG Road"," Quick Bites"
"Masala Tea","Beverages","Race Course Road","Dessert Parlor"
"Masala Tea","Beverages","Brigade Road","Quick Bites"
"Masala Tea","Beverages","Jayanagar","Beverage Shop"
"Masala Tea","Beverages","Vasanth Nagar","Cafe"
"Masala Tea","Beverages","Whitefield","Beverage Shop"
"Masala Tea","Beverages","Whitefield"," Quick Bites"
"Masala Tea","Beverages","Jeevan Bhima Nagar","Quick Bites"
"Masala Tea","Beverages","Koramangala 6th Block","Beverage Shop"
"Masala Tea","Beverages","Koramangala 6th Block"," Quick Bites"
"Masala Tea","Beverages","Whitefield","Bakery"
"Masala Tea","Beverages","Whitefield"," Cafe"
"Masala Tea","Beverages","Indiranagar","Cafe"
"Masala Tea","Beverages","Indiranagar"," Casual Dining"
"Masala Tea","Beverages","Brookefield","Cafe"
"Masala Tikka","North Indian","Basaveshwara Nagar","Quick Bites"
"Masala Tikka","North Indian","Frazer Town","Casual Dining"
"Masala Vada","South Indian","Koramangala 6th Block","Quick Bites"
"Masala Vada","South Indian","Malleshwaram","Mess"
"Masala Vada Pav","Street Food","Kalyan Nagar","Quick Bites"
"Masala Vada Pav","Street Food","Basavanagudi","Quick Bites"
"Masala Vada Pav","Street Food","Bellandur","Quick Bites"
"Masala Vada Pav","Street Food","Electronic City","Quick Bites"
"Masala Veg Frankie","Street Food","Koramangala 7th Block","Quick Bites"
"Mascarpone Cheese","Ice Cream","Brigade Road","Dessert Parlor"
"Mashed Potato","Steak","Hennur","Cafe"
"Mashed Potato","Steak","Kalyan Nagar","Casual Dining"
"Mashed Potato","Steak","Kalyan Nagar"," Cafe"
"Mashed Potato","Steak","Koramangala 7th Block","Casual Dining"
"Mashed Potato","Steak","HSR","Casual Dining"
"Mashed Potato","Steak","Whitefield","Casual Dining"
"Mashed Potato","Steak","Koramangala 7th Block"," Bar"
"Matar Methi Malai","North Indian","Bellandur","Quick Bites"
"Matar Methi Malai","North Indian","Indiranagar","Casual Dining"
"Matar Paneer","North Indian","Bellandur","Quick Bites"
"Matar Paneer","North Indian","Sarjapur Road","Delivery"
"Matar Paneer","North Indian","Marathahalli","Delivery"
"Matar Paneer","North Indian","HSR","Casual Dining"
"Matar Paneer","North Indian","Bellandur","Delivery"
"Matar Paneer","North Indian","Bellandur","Casual Dining"
"Matar Paneer","North Indian","BTM","Quick Bites"
"Matar Paneer","North Indian","Electronic City","Quick Bites"
"Matar Pulao","North Indian","HSR","Casual Dining"
"Matka Kulfi","South Indian","Whitefield","Casual Dining"
"Matka Kulfi","South Indian","Jayanagar","Dessert Parlor"
"Matka Kulfi","South Indian","Jayanagar"," Beverage Shop"
"Matka Kulfi","South Indian","Jayanagar","Casual Dining"
"Matka Kulfi","South Indian","Frazer Town","Dessert Parlor"
"Matka Kulfi","South Indian","Frazer Town"," Quick Bites"
"Matka Lassi","North Indian","Whitefield","Casual Dining"
"Matka Lassi","North Indian","JP Nagar","Casual Dining"
"Matka Lassi","North Indian","Koramangala 6th Block","Casual Dining"
"Matka Lassi","North Indian","Basavanagudi","Casual Dining"
"Matka Phirni","Mughlai","Frazer Town","Casual Dining"
"Mayo Sandwich","Cafe","JP Nagar","Cafe"
"Mc Chicken","Burger","Kammanahalli","Quick Bites"
"Mc Chicken","Burger","Ulsoor","Quick Bites"
"Mc Flurry","Burger","MG Road","Quick Bites"
"Mc Spicy Chicken","Burger","Indiranagar","Quick Bites"
"Mc Spicy Chicken","Burger","Brigade Road","Quick Bites"
"Mc Veggie","Burger","Brookefield","Quick Bites"
"Mc Veggie Burger","Burger","Kammanahalli","Quick Bites"
"Mcaloo Tikki","Burger","Indiranagar","Quick Bites"
"Mcmuffin","Burger","Brookefield","Quick Bites"
"Mcspicy Chicken Burger","Burger","Koramangala 5th Block","Quick Bites"
"Mcspicy Chicken Burger","Burger","Ulsoor","Quick Bites"
"Meat Balls","North Indian","Whitefield","Casual Dining"
"Meat Balls","North Indian","Whitefield"," Cafe"
"Meat Balls","North Indian","Indiranagar","Cafe"
"Meat Balls","North Indian","Bannerghatta Road","Delivery"
"Meat Balls","North Indian","Koramangala 5th Block","Cafe"
"Meat Curry","North Indian","Race Course Road","Fine Dining"
"Meat Eater Pizza","Pizza","Koramangala 6th Block","Takeaway"
"Meat Eater Pizza","Pizza","Koramangala 6th Block"," Delivery"
"Meat Pizza","Continental","HBR Layout","Pub"
"Meatballs","Continental","ITPL Main Road, Whitefield","Delivery"
"Meatballs","Continental","Church Street","Casual Dining"
"Meatballs","Continental","Lavelle Road","Pub"
"Meatballs","Continental","Lavelle Road"," Microbrewery"
"Meatballs","Continental","Kalyan Nagar","Casual Dining"
"Meatballs","Continental","Sahakara Nagar","Delivery"
"Meatballs","Continental","Bellandur","Casual Dining"
"Meatballs","Continental","Bellandur"," Pub"
"Meatballs","Continental","Whitefield","Delivery"
"Mediterranean Platter","Cafe","Ulsoor","Cafe"
"Medu Dosa","South Indian","Banashankari","Quick Bites"
"Medu Vada","South Indian","Indiranagar","Quick Bites"
"Meen Pollichathu","Kerala","BTM","Delivery"
"Meetha Paan","Bakery","Sarjapur Road","Bakery"
"Meetha Paan","Bakery","Kalyan Nagar","Casual Dining"
"Meishan Tofu","Chinese","Koramangala 6th Block","Casual Dining"
"Melted Chocolate","Bakery","Whitefield","Food Court"
"Memon Mutton Biryani","North Indian","Frazer Town","Casual Dining"
"Methi Murg","North Indian","Shivajinagar","Casual Dining"
"Methi Paratha","Fast Food","Shanti Nagar","Quick Bites"
"Methi Paratha","Fast Food","HSR","Quick Bites"
"Methi Paratha","Fast Food","Koramangala 2nd Block","Cafe"
"Methi Paratha","Fast Food","Frazer Town","Quick Bites"
"Mexican Bowl","Italian","Jayanagar","Casual Dining"
"Mexican Fries","Desserts","JP Nagar","Dessert Parlor"
"Mexican Fries","Desserts","Whitefield","Quick Bites"
"Mexican Fries","Desserts","Koramangala 5th Block","Quick Bites"
"Mexican Fries","Desserts","Indiranagar","Quick Bites"
"Mexican Patty","Salad","Basavanagudi","Quick Bites"
"Mexican Pizza","Mexican","Bannerghatta Road","Quick Bites"
"Mexican Platter","Finger Food","Residency Road","Lounge"
"Mexican Rice","Italian","JP Nagar","Cafe"
"Mexican Rice","Italian","Seshadripuram","Casual Dining"
"Mexican Rice","Italian","Jayanagar","Casual Dining"
"Mexican Samosa","Mexican","HSR","Quick Bites"
"Mexican Shawarma","Lebanese","Marathahalli","Takeaway"
"Mexican Shawarma","Lebanese","Marathahalli"," Delivery"
"Mezze Platter","Cafe","Koramangala 4th Block","Cafe"
"Mezze Platter","Cafe","Frazer Town","Casual Dining"
"Mezze Platter","Cafe","Koramangala 5th Block","Pub"
"Mezze Platter","Cafe","Koramangala 5th Block"," Microbrewery"
"Mezze Platter","Cafe","Church Street","Cafe"
"Mezze Platter","Cafe","Church Street"," Casual Dining"
"Mezze Platter","Cafe","HSR","Cafe"
"Mezze Platter","Cafe","Whitefield","Pub"
"Mezze Platter","Cafe","Whitefield"," Microbrewery"
"Mezze Platter","Cafe","St. Marks Road","Bar"
"Mezze Platter","Cafe","St. Marks Road"," Casual Dining"
"Mezze Platter","Cafe","Indiranagar","Fine Dining"
"Mezze Platter","Cafe","Indiranagar"," Bar"
"Mezze Platter","Cafe","Vasanth Nagar","Fine Dining"
"Mezze Platter","Cafe","Koramangala 5th Block","Cafe"
"Mezze Platter","Cafe","Koramangala 5th Block"," Casual Dining"
"Middle Eastern Food","Lebanese","Koramangala 7th Block","Quick Bites"
"Milk Shake","Desserts","JP Nagar","Cafe"
"Milk Shake","Desserts","MG Road","Dessert Parlor"
"Milk Shake","Desserts","MG Road"," Cafe"
"Milk Shake","Desserts","Jayanagar","Beverage Shop"
"Milk Shake","Desserts","Jayanagar"," Dessert Parlor"
"Milk Shake","Desserts","Malleshwaram","Beverage Shop"
"Milk Shake","Desserts","Malleshwaram"," Dessert Parlor"
"Milk Shake","Desserts","Kumaraswamy Layout","Cafe"
"Milk Shake","Desserts","Whitefield","Food Court"
"Milk Shake","Desserts","Kalyan Nagar","Beverage Shop"
"Milk Shake","Desserts","BTM","Cafe"
"Milk Shake","Desserts","ITPL Main Road, Whitefield","Beverage Shop"
"Milk Shake","Desserts","ITPL Main Road, Whitefield"," Dessert Parlor"
"Milk Shake","Desserts","Koramangala 5th Block","Beverage Shop"
"Milk Shake","Desserts","Koramangala 5th Block"," Dessert Parlor"
"Milk Shake","Desserts","Indiranagar","Beverage Shop"
"Milk Tea","Desserts","HSR","Dessert Parlor"
"Milky Way","Desserts","Koramangala 4th Block","Dessert Parlor"
"Millet Pizza","Pizza","Bannerghatta Road","Quick Bites"
"Millet Pizza","Pizza","Jayanagar","Casual Dining"
"Millet Pizza","Pizza","Jayanagar"," Cafe"
"Millet Pizza","Pizza","Malleshwaram","Casual Dining"
"Minced Chicken Lasagne","Mexican","Marathahalli","Delivery"
"Minced Chicken Lasagne","Mexican","Banashankari","Delivery"
"Minestrone Soup","Cafe","New BEL Road","Casual Dining"
"Minestrone Soup","Cafe","Banashankari","Cafe"
"Minestrone Soup","Cafe","Banashankari"," Casual Dining"
"Minestrone Soup","Cafe","Kalyan Nagar","Cafe"
"Minestrone Soup","Cafe","Electronic City","Fine Dining"
"Minestrone Soup","Cafe","New BEL Road","Cafe"
"Minestrone Soup","Cafe","Lavelle Road","Casual Dining"
"Minestrone Soup","Cafe","Koramangala 6th Block","Casual Dining"
"Mini Idlis","South Indian","Indiranagar","Quick Bites"
"Mini Idlis","South Indian","Koramangala 6th Block","Quick Bites"
"Mini Idlis","South Indian","Basavanagudi","Quick Bites"
"Mini Idlis","South Indian","Koramangala 5th Block","Quick Bites"
"Mini Idlis","South Indian","Whitefield","Quick Bites"
"Mini Idlis","South Indian","Malleshwaram","Food Court"
"Mini Idlis","South Indian","Malleshwaram","Quick Bites"
"Mini Idlis","South Indian","Sarjapur Road","Quick Bites"
"Mini Tacos","European","Bellandur","Casual Dining"
"Mini Tacos","European","Bellandur"," Pub"
"Minotaur Steak","Continental","Kalyan Nagar","Casual Dining"
"Mint Cooler","North Indian","Banashankari","Casual Dining"
"Mint Lemonade","Lebanese","Koramangala 1st Block","Quick Bites"
"Mint Lemonade","Lebanese","Malleshwaram","Food Court"
"Mint Lemonade","Lebanese","Nagawara","Casual Dining"
"Mint Masala","North Indian","Sadashiv Nagar","Casual Dining"
"Mint Masala","North Indian","Infantry Road","Casual Dining"
"Mint Mojito","Pizza","Bellandur","Casual Dining"
"Mint Mojito","Pizza","Brookefield","Quick Bites"
"Mint Oreo Shake","Desserts","Domlur","Dessert Parlor"
"Mint Oreo Shake","Desserts","Domlur"," Beverage Shop"
"Mint Raita","Biryani","Koramangala 8th Block","Delivery"
"Mint Raita","Biryani","CV Raman Nagar","Delivery"
"Mint Raita","Biryani","Bannerghatta Road","Delivery"
"Mint Raita","Biryani","Koramangala 7th Block","Quick Bites"
"Mirch Ka Saalan","Andhra","Jeevan Bhima Nagar","Casual Dining"
"Mirchi Bajji","South Indian","Banashankari","Quick Bites"
"Mirchi Bajji","South Indian","Basavanagudi","Quick Bites"
"Mirchi Bajji","South Indian","HSR","Quick Bites"
"Misal Pav","North Indian","Bannerghatta Road","Quick Bites"
"Misal Pav","North Indian","Jayanagar","Casual Dining"
"Misal Pav","North Indian","Jayanagar"," Cafe"
"Misal Pav","North Indian","Seshadripuram","Casual Dining"
"Misal Pav","North Indian","Jayanagar","Quick Bites"
"Misal Pav","North Indian","HSR","Casual Dining"
"Misal Pav","North Indian","Jayanagar","Microbrewery"
"Misal Pav","North Indian","Jayanagar"," Casual Dining"
"Misal Pav","North Indian","Bannerghatta Road","Casual Dining"
"Misal Pav","North Indian","Indiranagar","Casual Dining"
"Misal Pav","North Indian","Whitefield","Casual Dining"
"Misal Pav","North Indian","Race Course Road","Casual Dining"
"Misal Pav","North Indian","Race Course Road"," Bar"
"Misal Pav","North Indian","Sarjapur Road","Casual Dining"
"Misal Pav","North Indian","Yeshwantpur","Quick Bites"
"Misal Pav","North Indian","Malleshwaram","Quick Bites"
"Misal Pav","North Indian","Sanjay Nagar","Quick Bites"
"Mishti Doi","Bengali","Koramangala 7th Block","Quick Bites"
"Mishti Doi","Bengali","Koramangala 7th Block"," Sweet Shop"
"Mishti Doi","Bengali","Whitefield","Casual Dining"
"Mishti Doi","Bengali","Koramangala 7th Block","Casual Dining"
"Mishti Doi","Bengali","New BEL Road","Quick Bites"
"Mishti Doi","Bengali","JP Nagar","Casual Dining"
"Mishti Doi","Bengali","Ulsoor","Quick Bites"
"Mishti Doi","Bengali","JP Nagar","Sweet Shop"
